cover,title,author,publisher,isbn,timestamp,activity,library,details
https://img1.od-cdn.com/ImageType-100/1694-1/{DE1E2C48-67E9-4F74-BDA8-08079E56EA15}IMG100.JPG,"You, Happier",Daniel Amen,"Recorded Books, Inc.",9781705019634,"September 09, 2024 23:47",Renewed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{66227E65-A2C4-42E1-883A-43B8272BBE13}IMG100.JPG,Lessons in Chemistry,Bonnie Garmus,Knopf Doubleday Publishing Group,9780385547376,"September 09, 2024 02:21",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2390-1/{B59E0C7E-EC1E-4EF3-A9AD-4412125C5641}IMG100.JPG,Fourth Wing,Rebecca Yarros,"Entangled Publishing, LLC",9781649374080,"September 08, 2024 01:12",Returned,LION: Libraries Online, 3 days  early
https://img2.od-cdn.com/ImageType-100/2390-1/{45631CD0-5B29-4C4E-9857-6B14A7259351}IMG100.JPG,The Women,Kristin Hannah,St. Martin's Publishing Group,9781250178657,"September 05, 2024 22:14",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/2390-1/{702BA0A9-EB2D-4A93-BE8F-CC9351907C5A}IMG100.JPG,Under the Whispering Door,TJ Klune,Tor Publishing Group,9781250217332,"September 04, 2024 14:28",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/2390-1/{341EE376-D755-491D-9431-6D00A9AB1D96}IMG100.JPG,Pageboy,Elliot Page,Flatiron Books,9781250878366,"September 04, 2024 00:44",Returned,LION: Libraries Online, 8 days  early
https://img2.od-cdn.com/ImageType-100/5054-1/{416074D3-1D9A-4C57-9656-B4683724DD5F}Img100.jpg,Grit,Angela Duckworth,Simon & Schuster Audio,9781442397149,"August 31, 2024 22:42",Returned,LION: Libraries Online, 8 days  early
https://img3.od-cdn.com/ImageType-100/0439-1/{AF20DEAA-0510-4A64-BF95-37CABE669F53}IMG100.JPG,The Dark Tower,Stephen King,Scribner,9780743266796,"August 30, 2024 11:00",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{66227E65-A2C4-42E1-883A-43B8272BBE13}IMG100.JPG,Lessons in Chemistry,Bonnie Garmus,Knopf Doubleday Publishing Group,9780385547376,"August 30, 2024 01:32",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1694-1/{DE1E2C48-67E9-4F74-BDA8-08079E56EA15}IMG100.JPG,"You, Happier",Daniel Amen,"Recorded Books, Inc.",9781705019634,"August 29, 2024 22:55",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0293-1/{963B3C5C-5A19-4EB7-87B9-F37A9F262FB1}IMG100.JPG,American Ramble,Neil King,HarperCollins,9780063294745,"August 29, 2024 22:52",Returned,LION: Libraries Online, 13 days  early
https://img3.od-cdn.com/ImageType-100/0293-1/{963B3C5C-5A19-4EB7-87B9-F37A9F262FB1}IMG100.JPG,American Ramble,Neil King,HarperCollins,9780063294745,"August 29, 2024 22:42",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/2390-1/{341EE376-D755-491D-9431-6D00A9AB1D96}IMG100.JPG,Pageboy,Elliot Page,Flatiron Books,9781250878366,"August 29, 2024 00:51",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0044-1/{59D226CD-8C81-4D55-B205-692B96326A78}IMG100.JPG,How to Make Good Things Happen,Marian Rojas Estape,Countryman Press,9781682686485,"August 28, 2024 22:35",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/2390-1/{B59E0C7E-EC1E-4EF3-A9AD-4412125C5641}IMG100.JPG,Fourth Wing,Rebecca Yarros,"Entangled Publishing, LLC",9781649374080,"August 28, 2024 21:13",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/1493-1/{B2B06C17-A4BF-4E5B-B9DF-4944DB3936E8}IMG100.JPG,How Not to Die,"Michael Greger, M.D., FACLM, Gene Stone",Macmillan Audio,"","August 28, 2024 21:10",Returned,LION: Libraries Online, 7 days  early
https://img1.od-cdn.com/ImageType-100/1523-1/{FF3DE7FF-D9F6-458D-9C24-393E3378460B}Img100.jpg,And the Mountains Echoed,Khaled Hosseini,Penguin Publishing Group,9781101626276,"August 27, 2024 22:54",Returned,LION: Libraries Online, 1 day  early
https://img2.od-cdn.com/ImageType-100/5054-1/{416074D3-1D9A-4C57-9656-B4683724DD5F}Img100.jpg,Grit,Angela Duckworth,Simon & Schuster Audio,9781442397149,"August 26, 2024 00:06",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0439-1/{C4FD9A33-1F21-47F3-B9B5-B8C23AF9CFBE}IMG100.JPG,Lonesome Dove,Larry McMurtry,Simon & Schuster,9781451606539,"August 24, 2024 22:15",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0293-1/{1F0AC6E0-502B-41BE-BD39-A776CD557F41}IMG100.JPG,Finding Me,Viola Davis,HarperCollins,9780063037342,"August 24, 2024 00:09",Returned,LION: Libraries Online, 12 days  early
https://img3.od-cdn.com/ImageType-100/0439-1/{9A3D5C1A-B2A1-45EA-96B1-63CE6CFD2F8D}IMG100.JPG,The Gunslinger,Stephen King,Scribner,9781501141386,"August 23, 2024 16:01",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0439-1/{AF20DEAA-0510-4A64-BF95-37CABE669F53}IMG100.JPG,The Dark Tower,Stephen King,Scribner,9780743266796,"August 23, 2024 15:59",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/5054-1/{C6658AA7-AF43-4931-82F8-B69148A666B0}IMG100.JPG,The Longest Race,"Kara Goucher, Mary Pilon",Simon & Schuster Audio,9781797152462,"August 22, 2024 20:40",Returned,LION: Libraries Online, 3 days  early
https://img1.od-cdn.com/ImageType-100/0111-1/{66227E65-A2C4-42E1-883A-43B8272BBE13}IMG100.JPG,Lessons in Chemistry,Bonnie Garmus,Knopf Doubleday Publishing Group,9780385547376,"August 22, 2024 12:22",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0439-1/{C4FD9A33-1F21-47F3-B9B5-B8C23AF9CFBE}IMG100.JPG,Lonesome Dove,Larry McMurtry,Simon & Schuster,9781451606539,"August 22, 2024 01:23",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/1493-1/{B2B06C17-A4BF-4E5B-B9DF-4944DB3936E8}IMG100.JPG,How Not to Die,"Michael Greger, M.D., FACLM, Gene Stone",Macmillan Audio,"","August 22, 2024 00:58",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0293-1/{1F0AC6E0-502B-41BE-BD39-A776CD557F41}IMG100.JPG,Finding Me,Viola Davis,HarperCollins,9780063037342,"August 22, 2024 00:54",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{B11B0405-7BAE-4D5B-B2D4-BB3657545B90}Img100.jpg,The Underground Railroad,Colson Whitehead,Knopf Doubleday Publishing Group,9780385537049,"August 17, 2024 22:31",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0439-1/{AA468B74-E750-4954-BAFC-3F1C67717BC1}IMG100.JPG,The Only Survivors,Megan Miranda,Scribner,9781668010433,"August 17, 2024 22:22",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1523-1/{FF3DE7FF-D9F6-458D-9C24-393E3378460B}Img100.jpg,And the Mountains Echoed,Khaled Hosseini,Penguin Publishing Group,9781101626276,"August 15, 2024 22:54",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/2390-1/{45631CD0-5B29-4C4E-9857-6B14A7259351}IMG100.JPG,The Women,Kristin Hannah,St. Martin's Publishing Group,9781250178657,"August 15, 2024 02:30",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/2390-1/{702BA0A9-EB2D-4A93-BE8F-CC9351907C5A}IMG100.JPG,Under the Whispering Door,TJ Klune,Tor Publishing Group,9781250217332,"August 14, 2024 22:30",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/5054-1/{C6658AA7-AF43-4931-82F8-B69148A666B0}IMG100.JPG,The Longest Race,"Kara Goucher, Mary Pilon",Simon & Schuster Audio,9781797152462,"August 12, 2024 10:51",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0439-1/{C4FD9A33-1F21-47F3-B9B5-B8C23AF9CFBE}IMG100.JPG,Lonesome Dove,Larry McMurtry,Simon & Schuster,9781451606539,"August 08, 2024 01:23",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1191-1/{ADA66470-98F6-4DFB-A835-52C11B594CCB}IMG100.JPG,A New Earth,Eckhart Tolle,Books on Tape,9780786555390,"August 05, 2024 16:35",Returned,LION: Libraries Online, 5 days  early
https://img3.od-cdn.com/ImageType-100/0017-1/{B3D81F49-54E0-4E1D-981E-810084A19C86}IMG100.JPG,The Five-Star Weekend,Elin Hilderbrand,"Little, Brown and Company",9780316259385,"August 05, 2024 13:31",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0439-1/{C4FD9A33-1F21-47F3-B9B5-B8C23AF9CFBE}IMG100.JPG,Lonesome Dove,Larry McMurtry,Simon & Schuster,9781451606539,"August 04, 2024 22:59",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{B11B0405-7BAE-4D5B-B2D4-BB3657545B90}Img100.jpg,The Underground Railroad,Colson Whitehead,Knopf Doubleday Publishing Group,9780385537049,"August 03, 2024 22:31",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0439-1/{AA468B74-E750-4954-BAFC-3F1C67717BC1}IMG100.JPG,The Only Survivors,Megan Miranda,Scribner,9781668010433,"August 03, 2024 22:22",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0293-1/{4DA3E1E6-C2E9-4102-9E6E-C4BB9717C8AD}IMG100.JPG,10% Happier,Dan Harris,HarperCollins,9780062977311,"August 03, 2024 21:34",Returned,LION: Libraries Online, 4 days  early
https://img1.od-cdn.com/ImageType-100/0017-1/{1E2E27AA-925C-49DB-8E78-908E1663ABD9}IMG100.JPG,Before I Let Go,Kennedy Ryan,Grand Central Publishing,9781538706817,"August 03, 2024 21:34",Returned,LION: Libraries Online, 3 days  early
https://img1.od-cdn.com/ImageType-100/0111-1/{66227E65-A2C4-42E1-883A-43B8272BBE13}IMG100.JPG,Lessons in Chemistry,Bonnie Garmus,Knopf Doubleday Publishing Group,9780385547376,"July 31, 2024 22:05",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/2390-1/{45631CD0-5B29-4C4E-9857-6B14A7259351}IMG100.JPG,The Women,Kristin Hannah,St. Martin's Publishing Group,9781250178657,"July 31, 2024 01:15",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/5054-1/{C6658AA7-AF43-4931-82F8-B69148A666B0}IMG100.JPG,The Longest Race,"Kara Goucher, Mary Pilon",Simon & Schuster Audio,9781797152462,"July 30, 2024 14:39",Hold expired,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/2390-1/{702BA0A9-EB2D-4A93-BE8F-CC9351907C5A}IMG100.JPG,Under the Whispering Door,TJ Klune,Tor Publishing Group,9781250217332,"July 29, 2024 18:28",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1191-1/{ADA66470-98F6-4DFB-A835-52C11B594CCB}IMG100.JPG,A New Earth,Eckhart Tolle,Books on Tape,9780786555390,"July 27, 2024 22:38",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0293-1/{4DA3E1E6-C2E9-4102-9E6E-C4BB9717C8AD}IMG100.JPG,10% Happier,Dan Harris,HarperCollins,9780062977311,"July 25, 2024 01:16",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0017-1/{1E2E27AA-925C-49DB-8E78-908E1663ABD9}IMG100.JPG,Before I Let Go,Kennedy Ryan,Grand Central Publishing,9781538706817,"July 24, 2024 01:56",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0017-1/{B3D81F49-54E0-4E1D-981E-810084A19C86}IMG100.JPG,The Five-Star Weekend,Elin Hilderbrand,"Little, Brown and Company",9780316259385,"July 22, 2024 13:31",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0887-1/{AFD008C5-7BF2-415D-8030-2A4F4E0C4C88}IMG100.JPG,What If?,Randall Munroe,Blackstone Publishing,9781483030166,"July 21, 2024 17:19",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1523-1/{C688CC46-E3D0-4FB5-9573-27D35469F658}Img100.jpg,Cujo,Stephen King,Penguin Publishing Group,"","July 19, 2024 22:39",Returned,LION: Libraries Online, 12 days  early
https://img1.od-cdn.com/ImageType-100/1523-1/{C688CC46-E3D0-4FB5-9573-27D35469F658}Img100.jpg,Cujo,Stephen King,Penguin Publishing Group,"","July 18, 2024 18:21",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1523-1/{C688CC46-E3D0-4FB5-9573-27D35469F658}Img100.jpg,Cujo,Stephen King,Penguin Publishing Group,"","July 18, 2024 01:24",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{8667DB9C-8D77-4118-9605-02E6EE0DC4A9}IMG100.JPG,The Shining,Stephen King,Knopf Doubleday Publishing Group,9780385528863,"July 17, 2024 20:22",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/1523-1/{C688CC46-E3D0-4FB5-9573-27D35469F658}Img100.jpg,Cujo,Stephen King,Penguin Publishing Group,"","July 17, 2024 20:14",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/0017-1/{7643D870-90D0-4C72-91C3-F2E3D03869FE}Img100.jpg,Me Talk Pretty One Day,David Sedaris,"Little, Brown and Company",9780316073653,"July 14, 2024 14:57",Returned,LION: Libraries Online, 7 days  early
https://img2.od-cdn.com/ImageType-100/0887-1/{AFD008C5-7BF2-415D-8030-2A4F4E0C4C88}IMG100.JPG,What If?,Randall Munroe,Blackstone Publishing,9781483030166,"July 07, 2024 17:19",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/0017-1/{7643D870-90D0-4C72-91C3-F2E3D03869FE}Img100.jpg,Me Talk Pretty One Day,David Sedaris,"Little, Brown and Company",9780316073653,"July 07, 2024 17:18",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/5054-1/{C6658AA7-AF43-4931-82F8-B69148A666B0}IMG100.JPG,The Longest Race,"Kara Goucher, Mary Pilon",Simon & Schuster Audio,9781797152462,"July 07, 2024 01:10",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1191-1/{6B82A03C-5829-4697-8B85-761FBBDB1CDA}Img100.jpg,Atlas of the Heart,Brené Brown,Books on Tape,9781984844262,"July 06, 2024 20:27",Returned,LION: Libraries Online, 8 days  early
https://img3.od-cdn.com/ImageType-100/0111-1/{8667DB9C-8D77-4118-9605-02E6EE0DC4A9}IMG100.JPG,The Shining,Stephen King,Knopf Doubleday Publishing Group,9780385528863,"July 03, 2024 20:22",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1523-1/{C688CC46-E3D0-4FB5-9573-27D35469F658}Img100.jpg,Cujo,Stephen King,Penguin Publishing Group,"","July 03, 2024 20:14",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{8667DB9C-8D77-4118-9605-02E6EE0DC4A9}IMG100.JPG,The Shining,Stephen King,Knopf Doubleday Publishing Group,9780385528863,"July 03, 2024 11:13",Returned,LION: Libraries Online,on due date
https://img2.od-cdn.com/ImageType-100/2390-1/{45631CD0-5B29-4C4E-9857-6B14A7259351}IMG100.JPG,The Women,Kristin Hannah,St. Martin's Publishing Group,9781250178657,"July 02, 2024 03:16",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1191-1/{17FF81C0-4980-47EA-869F-81F43FF256D1}IMG100.JPG,Greenlights,Matthew McConaughey,Books on Tape,9780593294185,"July 01, 2024 21:40",Returned,LION: Libraries Online, 5 days  early
https://img2.od-cdn.com/ImageType-100/2390-1/{702BA0A9-EB2D-4A93-BE8F-CC9351907C5A}IMG100.JPG,Under the Whispering Door,TJ Klune,Tor Publishing Group,9781250217332,"July 01, 2024 12:30",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1191-1/{6B82A03C-5829-4697-8B85-761FBBDB1CDA}Img100.jpg,Atlas of the Heart,Brené Brown,Books on Tape,9781984844262,"June 30, 2024 21:11",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/2390-1/{2D2508B4-1833-4579-8EF1-EF360B0921E3}IMG100.JPG,The House in the Cerulean Sea,TJ Klune,Tor Publishing Group,9781250217325,"June 23, 2024 22:02",Placed on hold,LION: Libraries Online
https://img2.od-cdn.com/ImageType-100/2390-1/{702BA0A9-EB2D-4A93-BE8F-CC9351907C5A}IMG100.JPG,Under the Whispering Door,TJ Klune,Tor Publishing Group,9781250217332,"June 23, 2024 22:02",Placed on hold,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/1191-1/{17FF81C0-4980-47EA-869F-81F43FF256D1}IMG100.JPG,Greenlights,Matthew McConaughey,Books on Tape,9780593294185,"June 23, 2024 20:28",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/0111-1/{66227E65-A2C4-42E1-883A-43B8272BBE13}IMG100.JPG,Lessons in Chemistry,Bonnie Garmus,Knopf Doubleday Publishing Group,9780385547376,"June 23, 2024 11:07",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/1523-1/{C688CC46-E3D0-4FB5-9573-27D35469F658}Img100.jpg,Cujo,Stephen King,Penguin Publishing Group,"","June 22, 2024 12:32",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/0111-1/{8667DB9C-8D77-4118-9605-02E6EE0DC4A9}IMG100.JPG,The Shining,Stephen King,Knopf Doubleday Publishing Group,9780385528863,"June 19, 2024 11:13",Renewed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/5054-1/{25E6C513-4BD5-467F-B254-69EA70ABAEC9}Img100.jpg,It,Stephen King,Simon & Schuster Audio,9781508217114,"June 17, 2024 10:52",Returned,LION: Libraries Online, 6 days  early
https://img2.od-cdn.com/ImageType-100/1523-1/{63983275-D833-4396-9E91-C6A3B57461A0}Img100.jpg,It,Stephen King,Penguin Publishing Group,"","June 17, 2024 02:06",Returned,LION: Libraries Online, 5 days  early
https://img3.od-cdn.com/ImageType-100/1191-1/{38DDDC42-8411-4192-96F7-56BE613A6F27}Img100.jpg,The Body,Bill Bryson,Books on Tape,9780147526922,"June 15, 2024 20:19",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{66227E65-A2C4-42E1-883A-43B8272BBE13}IMG100.JPG,Lessons in Chemistry,Bonnie Garmus,Knopf Doubleday Publishing Group,9780385547376,"June 15, 2024 01:31",Hold expired,LION: Libraries Online
https://img3.od-cdn.com/ImageType-100/2389-1/{03554581-7701-4FBA-9950-A8442C617463}Img100.jpg,A Tale of Two Cities,Charles Dickens,Duke Classics,"","June 11, 2024 17:05",Returned,LION: Libraries Online, 6 days  early
https://img1.od-cdn.com/ImageType-100/0293-1/{A1FE4042-A173-445C-AB2F-D82C1D727EA6}Img100.jpg,13 Things Mentally Strong People Don't Do,Amy Morin,HarperCollins,9780062371539,"June 11, 2024 17:05",Returned,LION: Libraries Online, 6 days  early
https://img3.od-cdn.com/ImageType-100/5054-1/{57018CCB-8710-4454-B8FE-4F725390B8E6}IMG100.JPG,Enough,Cassidy Hutchinson,Simon & Schuster Audio,9781797162249,"June 11, 2024 17:05",Returned,LION: Libraries Online, 4 days  early
https://img2.od-cdn.com/ImageType-100/5054-1/{25E6C513-4BD5-467F-B254-69EA70ABAEC9}Img100.jpg,It,Stephen King,Simon & Schuster Audio,9781508217114,"June 09, 2024 14:32",Borrowed,LION: Libraries Online, 14 days 
https://img2.od-cdn.com/ImageType-100/1523-1/{63983275-D833-4396-9E91-C6A3B57461A0}Img100.jpg,It,Stephen King,Penguin Publishing Group,"","June 09, 2024 00:34",Borrowed,LION: Libraries Online, 14 days 
https://img1.od-cdn.com/ImageType-100/1523-1/{C688CC46-E3D0-4FB5-9573-27D35469F658}Img100.jpg,Cujo,Stephen King,Penguin Publishing Group,"","June 09, 2024 00:33",Placed on hold,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0017-1/{D055B932-A12D-42AB-B4F2-11B7964E270C}IMG100.JPG,Oath and Honor,Liz Cheney,"Little, Brown and Company",9780316572088,"June 07, 2024 18:38",Returned,LION: Libraries Online,on due date
https://img3.od-cdn.com/ImageType-100/0111-1/{8667DB9C-8D77-4118-9605-02E6EE0DC4A9}IMG100.JPG,The Shining,Stephen King,Knopf Doubleday Publishing Group,9780385528863,"June 07, 2024 15:40",Renewed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/0111-1/{FABCA494-CB0A-43E3-8583-0056281F7CAB}Img100.jpg,The Road,Cormac McCarthy,Knopf Doubleday Publishing Group,9780307267450,"June 06, 2024 23:18",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0111-1/{66227E65-A2C4-42E1-883A-43B8272BBE13}IMG100.JPG,Lessons in Chemistry,Bonnie Garmus,Knopf Doubleday Publishing Group,9780385547376,"June 06, 2024 21:18",Hold expired,LION: Libraries Online
https://img1.od-cdn.com/ImageType-100/0017-1/{DE305421-933E-4FC6-8A84-1C91C1E4E475}IMG100.JPG,Out of Nowhere,Sandra Brown,Grand Central Publishing,9781538742976,"June 05, 2024 01:11",Returned,LION: Libraries Online,on due date
https://img1.od-cdn.com/ImageType-100/0293-1/{A1FE4042-A173-445C-AB2F-D82C1D727EA6}Img100.jpg,13 Things Mentally Strong People Don't Do,Amy Morin,HarperCollins,9780062371539,"June 03, 2024 21:14",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/2389-1/{03554581-7701-4FBA-9950-A8442C617463}Img100.jpg,A Tale of Two Cities,Charles Dickens,Duke Classics,"","June 03, 2024 20:47",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/5054-1/{57018CCB-8710-4454-B8FE-4F725390B8E6}IMG100.JPG,Enough,Cassidy Hutchinson,Simon & Schuster Audio,9781797162249,"June 01, 2024 20:21",Borrowed,LION: Libraries Online, 14 days 
https://img3.od-cdn.com/ImageType-100/1191-1/{38DDDC42-8411-4192-96F7-56BE613A6F27}Img100.jpg,The Body,Bill Bryson,Books on Tape,9780147526922,"June 01, 2024 20:19",Borrowed,LION: Libraries Online, 14 days 
